Name,Country,Region,Winery,Rating,Price,Year,PriceCategory
Terravignata Verdicchio di Matelica 2018,Italy,Verdicchio di Matelica,Borgo Paglianetto,3.4,11.35,2018.0,Economy
Lugana Lago 2019,Italy,Lugana,Zenato,3.4,6.9,2019.0,Budget
Bourgogne Blanc 2014,France,Bourgogne,Domaine Bruno Clair,3.8,23.29,2014.0,Mid
Lorch Riesling 2016,Germany,Rheingau,August Kesseler,4.0,16.5,2016.0,Economy
Pouilly-Fuissé Pentacrine 2016,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.0,24.08,2016.0,Mid
Passerina (Unico) 2019,Italy,Terre di Chieti,Tenuta Ulisse,3.9,9.5,2019.0,Budget
Pinot Grigio 2019,Italy,Venezia Giulia,Sacchetto,3.7,4.94,2019.0,Budget
Niederhäuser Hermannshöhle Riesling Spätlese 2018,Germany,Nahe,Dönnhoff,4.1,29.9,2018.0,Mid
Steinreich Riesling 2017,Germany,Mosel,Ansgar Clüsserath,3.9,14.14,2017.0,Economy
Clisson 2017,France,Muscadet-Sevre et Maine,Pépière,3.5,17.06,2017.0,Economy
Châteauneuf-du-Pape Blanc 2017,France,Châteauneuf-du-Pape,Château de Nalys,3.8,66.0,2017.0,Premium
Chardonnay Riserva 2013,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.9,18.5,2013.0,Economy
Grauburgunder Trocken 2018,Germany,Rheinhessen,Villa Welter,3.8,6.5,2018.0,Budget
Châteauneuf-du-Pape Blanc 2018,France,Châteauneuf-du-Pape,Château Mont-Redon,3.9,28.18,2018.0,Mid
Weissburgunder 2018,Germany,Rheinhessen,St. Antony,3.5,9.26,2018.0,Budget
Ungeheuer GG 2018,Germany,Pfalz,Von Winning,4.3,34.0,2018.0,Mid
Grauburgunder 2018,Germany,Baden,Klumpp,3.9,9.9,2018.0,Budget
Cantaloro Toscana Bianco 2018,Italy,Toscana,Avignonesi,3.6,9.65,2018.0,Budget
Steillage Riesling Trocken 2017,Germany,Mosel,Weinhaus Gebruder Steffen,3.6,9.53,2017.0,Budget
Fiano Salento 2018,Italy,Salento,Masseria Altemura,3.8,8.9,2018.0,Budget
Riebeeksrivier Chenin Blanc 2017,South Africa,Swartland,Cape of Good Hope,3.6,13.99,2017.0,Economy
Contraste Branco 2017,Portugal,Douro,Conceito,3.5,9.9,2017.0,Budget
Furmint 2017,Austria,Steiermark,Herrenhof Lamprecht,3.7,13.24,2017.0,Economy
Chardonnay 2018,Australia,Riverina,Pokerface,3.4,7.35,2018.0,Budget
Gorgona 2014,Italy,Toscana,Frescobaldi,4.3,213.4,2014.0,Luxury
Chardonnay 2017,Italy,Sicilia,Stemmari,3.5,6.23,2017.0,Budget
Premium Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,3.9,10.95,2019.0,Economy
Beaune 1er Cru Grèves Blanc 2011,France,Beaune 1er Cru 'Les Grèves',Jean-Marc Morey,4.3,48.43,2011.0,Mid
Chablis 1er Cru 'Vaillons' 2015,France,Chablis 1er Cru 'Vaillons',La Chablisienne,3.6,23.9,2015.0,Mid
Côtes de Provence Blanc 2018,France,Côtes de Provence,Château de Pampelonne,3.6,14.4,2018.0,Economy
Clos Saint Landelin Riesling 2016,France,Alsace,René Muré,4.0,29.15,2016.0,Mid
Weisser Burgunder Tradition 2017,Germany,Pfalz,Philipp Kuhn,3.5,11.19,2017.0,Economy
Nuat 2015,Spain,Pla de Bages,Abadal,4.1,23.3,2015.0,Mid
Perfiles Calcareo Chardonnay 2016,Argentina,Mendoza,Trapiche,3.5,15.9,2016.0,Economy
Vom Gelben Fels Riesling Trocken 2018,Germany,Pfalz,Weingut Weegmüller,3.9,8.4,2018.0,Budget
Weissburgunder Löss Trocken 2018,Germany,Rheinhessen,Manz,3.6,7.95,2018.0,Budget
Gamlitzer Morillon 2017,Austria,Südsteiermark,Sattlerhof,3.6,15.89,2017.0,Economy
Albariño 2019,Spain,Rías Baixas,Pazo Señorans,4.1,11.95,2019.0,Economy
Niedermenniger Herrenberg Riesling Auslese 2010,Germany,Mosel,Markus Molitor,4.0,39.95,2010.0,Mid
Chardonnay 2018,New Zealand,Marlborough,Saint Clair,3.5,11.45,2018.0,Economy
Josef Spreitzer Riesling Trocken 2018,Germany,Rheingau,Spreitzer,3.5,8.9,2018.0,Budget
Illusion Eins (Blanc de Noir) 2019,Germany,Ahr,Meyer - Näkel,4.0,13.48,2019.0,Economy
Riesling Kabinett Trocken 2018,Germany,Rheinhessen,Manz,3.8,7.8,2018.0,Budget
Novel Pacherenc du Vic-Bilh Sec 2017,France,Pacherenc du Vic-Bilh Sec,Vignobles Marie Maria,3.8,13.25,2017.0,Economy
Gelber Orléans Trocken 2017,Germany,Pfalz,Knipser,4.0,17.0,2017.0,Economy
Weissburgunder 2019,Germany,Rheinhessen,Pfannebecker,3.8,9.12,2019.0,Budget
St. Stephan Réserve Chardonnay Trocken 2015,Germany,Pfalz,Weingut Metzger,3.7,19.01,2015.0,Economy
Chardonnay Bourgogne 2017,France,Bourgogne,Frédéric Magnien,3.5,15.5,2017.0,Economy
Wehlener Sonnenuhr Riesling Spätlese 2017,Germany,Mosel,Markus Molitor,4.0,19.45,2017.0,Economy
Estate Sauvignon Blanc 2019,Chile,Maipo Valley,Nuevo Mundo,3.7,11.7,2019.0,Economy
Doosberg Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,4.1,49.0,2017.0,Mid
Languedoc Blanc 2017,France,Languedoc,Mortiès,3.6,16.9,2017.0,Economy
Chardonnay - Torrontés 2019,Argentina,Tupungato,Domaine Bousquet,3.5,7.2,2019.0,Budget
Saint-Aubin 1er Cru 'Les Charmois' 2015,France,Saint-Aubin 1er Cru 'Le Charmois',Domaine Sylvain Morey,4.2,64.0,2015.0,Premium
Meursault Blanc 2016,France,Meursault,Bouchard Père & Fils,3.9,48.09,2016.0,Mid
Aufwind Sauvignon Blanc 2019,Germany,Pfalz,Hensel,3.9,9.9,2019.0,Budget
Sancerre Blanc 2018,France,Sancerre,La Poussie,3.9,27.2,2018.0,Mid
Loiserberg Grüner Veltliner 2016,Austria,Kamptal,Loimer,3.9,16.11,2016.0,Economy
Trarbacher Schlossberg Riesling Kabinett 2018,Germany,Mosel,Weiser-Künstler,4.2,15.0,2018.0,Economy
Broquel Chardonnay 2017,Argentina,Mendoza,Trapiche,3.4,10.5,2017.0,Economy
Pinot Grigio 2017,Italy,delle Venezie,Villa Cavarena,3.4,9.99,2017.0,Budget
Wicker Nonnberg Riesling Trocken 2018,Germany,Rheingau,Joachim Flick,4.0,13.84,2018.0,Economy
Benefizio Riserva Pomino Bianco 2018,Italy,Pomino,Castello Pomino,3.9,26.18,2018.0,Mid
Meursault 2016,France,Meursault,Domaine Henri Delagrange et Fils,4.2,46.21,2016.0,Mid
Riesling Trocken 2019,Germany,Pfalz,Georg Mosbacher,3.6,10.1,2019.0,Economy
Haardt Weissburgunder 2017,Germany,German Wine,Müller-Catoir,3.8,12.58,2017.0,Economy
Riesling Kabinett Feinherb 2018,Germany,Rheingau,Schloss Vollrads,3.8,12.9,2018.0,Economy
Chardonnay 2018,Italy,delle Venezie,Casa Lunardi,3.5,5.95,2018.0,Budget
Quater Vitis Blanco 2018,Italy,Terre Siciliane,Firriato,4.1,13.89,2018.0,Economy
Sommeracher Katzenkopf Silvaner Trocken 2014,Germany,Franken,Winzer Sommerach,3.6,6.77,2014.0,Budget
Pouilly-Fuissé 2016,France,Pouilly-Fuissé,Les Héritiers du Comte Lafon,4.1,56.83,2016.0,Premium
Antu Chardonnay 2016,Chile,Itata Valley,MontGras,3.6,11.9,2016.0,Economy
Schlossberg Achkarren GG Grauburgunder 2017,Germany,Baden,Franz Keller,4.1,35.0,2017.0,Mid
Elgin Chardonnay 2018,South Africa,Elgin,Boschendal,4.3,32.99,2018.0,Mid
Blanc 2016,France,Côtes Catalanes,Domaine de l'Horizon,4.1,35.58,2016.0,Mid
Bianco 2018,Italy,Terre Siciliane,Monte Pietroso,3.7,3.79,2018.0,Budget
Château Les Vergnes Bordeaux White 2018,France,Bordeaux,Univitis,3.3,6.78,2018.0,Budget
Virtus Moscato 2016,Brazil,Serra Gaúcha,Monte Paschoal,2.8,6.77,2016.0,Budget
Riesling Eisquell 2019,Germany,Rheinhessen,Battenfeld Spanier,3.5,10.74,2019.0,Economy
Chante-Alouette Hermitage Blanc 1999,France,Hermitage,M. Chapoutier,3.4,55.95,1999.0,Premium
Viognier 2017,United States,California,Gnarly Head,3.6,12.59,2017.0,Economy
Gelber Muskateller 2017,Austria,Südsteiermark,Lackner Tinnacher,3.4,12.6,2017.0,Economy
Gaisböhl G.C 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.8,44.91,2017.0,Mid
Blanco 2015,Spain,Rioja,Bodegas Aradon,3.5,4.0,2015.0,Budget
Pouilly-Fuissé L'Ancien Prieuré 2015,France,Pouilly-Fuissé,Régnard,3.7,43.16,2015.0,Mid
Grecante Grechetto Colli Martani 2019,Italy,Colli Martani,Arnaldo-Caprai,3.8,12.6,2019.0,Economy
Wiltinger Riesling Trocken 2018,Germany,Wiltingen,Reichsgraf von Kesselstatt,4.0,12.67,2018.0,Economy
Châteauneuf-du-Pape (Tradition) Blanc 2018,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,49.9,2018.0,Mid
Pinot Blanc 2016,France,Alsace,Jean-Rémy Haeffelin,3.7,7.59,2016.0,Budget
Sancerre Blanc 2018,France,Sancerre,Alban Roblin,3.8,18.31,2018.0,Economy
Mont Mès Cuvée Bianco 2018,Italy,Vigneti delle Dolomiti,Castelfeder,3.6,7.5,2018.0,Budget
Bitácora Verdejo 2019,Spain,Rueda,Cuatro Rayas,3.9,4.28,2019.0,Budget
Zieregg Morillon 2017,Austria,Südsteiermark,Tement,4.1,48.06,2017.0,Mid
Riesling Feinherb 2018,Germany,Rheingau,Künstler,3.6,12.39,2018.0,Economy
Sanct Valentin Sauvignon 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,20.9,2019.0,Mid
Eins Zu Eins Sauvignon Blanc 2019,Germany,Pfalz,Weingut A. Diehl,4.1,7.09,2019.0,Budget
Weisser Burgunder vom Kalksteinfels 2018,Germany,Pfalz,Philipp Kuhn,3.8,13.13,2018.0,Economy
Pomino Bianco 2019,Italy,Pomino,Castello Pomino,3.5,9.61,2019.0,Budget
Cavalcade Blanc 2018,France,Côtes du Roussillon,Château de Corneilla,4.1,12.14,2018.0,Economy
Saarburger Rausch Auslese Riesling ** 2015,Germany,Mosel,Markus Molitor,4.2,44.95,2015.0,Mid
Scharzhofberger Riesling Spätlese 2011,Germany,Mosel,Bischöfliche Weingüter Trier,4.1,30.78,2011.0,Mid
Zöbing Riesling 2018,Austria,Kamptal,Hirsch,3.9,12.87,2018.0,Economy
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,9.9,2018.0,Budget
Basilicata Greco - Fiano 2017,Italy,Basilicata,Brandano,3.9,8.77,2017.0,Budget
Cuvée Verdejo 2016,Spain,Rueda,Valdecuevas,4.2,18.7,2016.0,Economy
Estro Chardonnay 2018,Italy,Veneto,Astoria,3.7,9.99,2018.0,Budget
Vom Muschelkalk Appenheimer Riesling Trocken 2018,Germany,Rheinhessen,Hofmann,3.7,10.0,2018.0,Budget
Orbel Riesling 2017,Germany,Rheinhessen,St. Antony,3.8,18.9,2017.0,Economy
Meursault 1er Cru Les Genevrières 2017,France,Meursault Premier Cru,Domaine Henri Boillot,4.1,119.0,2017.0,Luxury
Pinot Grigio 2019,Italy,delle Venezie,Cielo e Terra,3.6,4.82,2019.0,Budget
Derthona Timorasso Colli Tortonesi 2018,Italy,Colli Tortonesi,Vietti,3.8,25.9,2018.0,Mid
Weisser Burgunder Trocken 2015,Germany,Rheinhessen,Wittmann,3.7,11.11,2015.0,Economy
Chardonnay 2018,South Africa,McGregor,McGregor,3.5,5.55,2018.0,Budget
Riesling 2017,Germany,Mittelrhein,Weingut Toni Jost,3.5,8.4,2017.0,Budget
Campomaccione Vermentino Maremma Toscana 2019,Italy,Maremma Toscana,Rocca delle Macìe,4.0,8.4,2019.0,Budget
Grüner Veltliner Waldberg 2018,Austria,Weinviertel,Gmeinböck Poysdorf,3.6,8.75,2018.0,Budget
Tresolmos Lias Verdejo 2019,Spain,Rueda,Garciarevalo,4.0,8.84,2019.0,Budget
Seven Numbers Single Vineyard Furmint 2018,Slovenia,Podravje,Puklavec Family Wines,3.7,10.66,2018.0,Economy
Plansel Selecta Verdelho 2017,Portugal,Alentejano,Quinta da Plansel,3.8,8.9,2017.0,Budget
Camilla 2019,Italy,Lugana,Malavasi,4.2,11.4,2019.0,Economy
Felsenberg Riesling GG 2016,Germany,Nahe,Schäfer-Fröhlich,4.3,39.36,2016.0,Mid
Pinot Gris 2016,New Zealand,Marlborough,Leefield Station,3.4,13.9,2016.0,Economy
Les Genêts 2016,France,Provence,Château de Roquefort,3.7,14.9,2016.0,Economy
Op die Berg Chardonnay 2014,South Africa,Durbanville,De Grendel,4.1,26.69,2014.0,Mid
Mantele Sauvignon 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,16.47,2018.0,Economy
Pur Mineral Riesling 2017,Germany,Franken,Rudolf Fürst,3.8,14.0,2017.0,Economy
Friulano 2019,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,18.9,2019.0,Economy
Château de la Chesnaie Sur Lie 2017,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.8,8.24,2017.0,Budget
Maximin Herrenberg 1896 Riesling Alte Reben 2018,Germany,Mosel,Carl Loewen,4.1,22.23,2018.0,Mid
Weisser Burgunder Trocken 2018,Germany,Rheinhessen,Bischel,3.7,8.2,2018.0,Budget
Spiegel Sauvignon Blanc 2017,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.2,11.59,2017.0,Economy
Sauvignon Côtes de Gascogne 2019,France,Côtes de Gascogne,Domaine du Tariquet,3.7,5.9,2019.0,Budget
Blauschiefer Riesling 2018,Germany,Mosel,Markus Molitor,3.8,9.6,2018.0,Budget
Heideboden Pinot Blanc 2018,Austria,Burgenland,Anita Nittnaus Hans,3.5,8.89,2018.0,Budget
Summercourt Chardonnay 2019,South Africa,Stellenbosch,Delaire Graff,3.9,12.5,2019.0,Economy
Oppenheimer Sackträger Riesling 2017,Germany,Rheinhessen,Weingut Bürgermeister Carl Koch,4.1,10.23,2017.0,Economy
Chablis 2018,France,Chablis,Domaine Servin,3.6,16.5,2018.0,Economy
Quant Riesling 2019,Germany,Mosel,Carl Loewen,3.9,7.5,2019.0,Budget
Op Sy Moer 2018,South Africa,Stellenbosch,Neil Ellis,3.1,27.06,2018.0,Mid
Chardonnay 2017,United States,California,Hacienda,3.5,7.95,2017.0,Budget
Weissburgunder Trocken 2018,Germany,Pfalz,Lucashof,3.6,10.93,2018.0,Economy
Chardonnay 2019,Chile,Central Valley,Antares,3.0,5.34,2019.0,Budget
Sauvignon Touraine 2018,France,Touraine,Raphael Midoir,3.8,7.95,2018.0,Budget
Viognier 2018,Spain,Castilla y León,Prieto Pariente,3.7,21.99,2018.0,Mid
Rajnai Rizling 2017,Hungary,Villány,Heumann,4.1,11.95,2017.0,Economy
Chardonnay 2018,Italy,Venezia Giulia,Alturis,3.7,8.27,2018.0,Budget
Petit Chablis 2018,France,Petit Chablis,Gerard Tremblay,3.6,11.99,2018.0,Economy
Soave 2018,Italy,Soave,Montecelli,3.5,5.79,2018.0,Budget
Mineral Chardonnay 2016,Germany,Pfalz,Friedrich Becker,4.0,40.28,2016.0,Mid
Heideboden Weiss 2018,Austria,Burgenland,Hannes Reeh,3.6,9.72,2018.0,Budget
Caroline 2016,Italy,Trentino-Alto Adige,Pranzegg,3.9,29.15,2016.0,Mid
Hipping Riesling 2016,Germany,Rheinhessen,Kühling-Gillot,3.8,43.77,2016.0,Mid
Scharzhofberger Riesling Kabinett 2016,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,11.18,2016.0,Economy
Riesling Trocken 2018,Germany,Rheinhessen,Groebe,3.6,9.7,2018.0,Budget
Blauschiefer Trocken 2018,Germany,Mosel,Carl Loewen,4.0,9.69,2018.0,Budget
Damaszener Sauvignon Blanc 2019,Germany,Franken,Stahl,3.9,11.0,2019.0,Economy
Sauvignon Blanc 2019,New Zealand,Marlborough,Curious Kiwi,3.8,10.95,2019.0,Economy
Rully 2016,France,Rully,Chanson,3.6,21.95,2016.0,Mid
Scharzhofberger Riesling Spätlese 2016,Germany,Wiltingen,Egon Müller - Scharzhof,4.4,134.53,2016.0,Luxury
Escherndorfer Lump Silvaner 2018,Germany,Franken,Horst Sauer,3.9,16.0,2018.0,Economy
Splattered Toad Sauvignon Blanc 2018,South Africa,Coastal Region,Cape Point Vineyards,3.3,9.95,2018.0,Budget
Oktav Weissburgunder 2018,Germany,Baden,Heger,3.7,10.67,2018.0,Economy
Sauvignon Blanc 2016,Romania,Dealu Mare,Serafim,3.5,8.9,2016.0,Budget
Wehlener Sonnenuhr Alte Reben Riesling 2015,Germany,Mosel,Dr. Loosen,4.0,11.65,2015.0,Economy
Pioneer Block 1 Foundation Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.3,18.95,2019.0,Economy
Gris 2007,Italy,Friuli Isonzo,Lis Neris,3.9,48.43,2007.0,Mid
Esper Grüner Veltliner 2016,Austria,Niederösterreich,Matthias Warnung,3.5,18.43,2016.0,Economy
Bordeaux Blanc 2017,France,Bordeaux,Château Mont-Pérat,3.5,18.3,2017.0,Economy
Auf Der Mauer Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.9,19.44,2018.0,Economy
Charta Blanc 2016,Germany,Rheingau,Spreitzer,4.1,18.81,2016.0,Economy
Feldstück Chardonnay 2016,Austria,Niederösterreich,Matthias Warnung,3.8,19.4,2016.0,Economy
Chardonnay 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,14.73,2019.0,Economy
Riesling Villa Loosen 2018,Germany,Mosel,Dr. Loosen,3.9,6.95,2018.0,Budget
Biscondola 2018,Italy,Toscana,Poderi del Paradiso,3.9,13.3,2018.0,Economy
Chardonnay delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.8,6.4,2019.0,Budget
Chardonnay 2014,United States,Anderson Valley,Domaine Anderson,3.7,58.51,2014.0,Premium
Alte Reben Grüner Veltliner 2018,Austria,Carnuntum,Markowitsch,3.9,12.9,2018.0,Economy
Castel Ringberg Sauvignon 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.8,19.3,2018.0,Economy
Fuchslahn Gewürztraminer 2016,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.9,18.9,2016.0,Economy
Sancerre 2018,France,Sancerre,Monmousseau,4.1,19.5,2018.0,Economy
Pinot Gris 2016,New Zealand,Marlborough,Nautilus,3.4,18.97,2016.0,Economy
Vieilles Vignes Chassagne-Montrachet 2017,France,Chassagne-Montrachet,David Moret-Nomine,4.3,52.9,2017.0,Premium
Hermitage Blanc 2016,France,Hermitage,E. Guigal,4.0,52.01,2016.0,Premium
A Le Grand 2017,France,Bourgogne Aligoté,David Moret-Nomine,3.8,13.5,2017.0,Economy
Der kleine Bär Weiss 2019,Germany,Pfalz,Oliver Zeter,3.7,6.9,2019.0,Budget
Riesling Kabinett 2017,Germany,Nahe,Gut Hermannsberg,3.9,13.52,2017.0,Economy
Grüner Veltliner 2019,Austria,Niederösterreich,Weingut Bründlmayer,3.8,14.52,2019.0,Economy
Wehlener Klosterberg Pinot Blanc 2017,Germany,Mosel,Markus Molitor,3.8,27.5,2017.0,Mid
Zeltinger Sonnenuhr Riesling Spätlese 2018,Germany,Mosel,Markus Molitor,4.1,21.45,2018.0,Mid
Curiós Xarel-lo 2019,Spain,Penedès,Albet i Noya,3.5,8.95,2019.0,Budget
Ried Alte Setzen Erste Lage Grüner Veltliner 2018,Austria,Traisental,Markus Huber,3.8,13.15,2018.0,Economy
Meursault-Blagny Premier Cru Château de Blagny 2017,France,Meursault 1er Cru 'Blagny',Louis Latour,4.1,53.51,2017.0,Premium
Altos R Blanco 2017,Spain,Rioja,Altos de Rioja,3.3,7.11,2017.0,Budget
Dom Riesling Feinherb 2016,Germany,Mosel,Bischöfliche Weingüter Trier,3.6,9.13,2016.0,Budget
Recit Roero Arneis 2019,Italy,Roero,Monchiero Carbone,3.7,8.65,2019.0,Budget
Ribolla Gialla 2018,Italy,Friuli-Venezia Giulia,Luisa,3.6,17.09,2018.0,Economy
Luberon La Ciboise Blanc 2018,France,Luberon,M. Chapoutier,3.6,7.66,2018.0,Budget
Grauburgunder S 2018,Germany,Nahe,Dönnhoff,4.0,20.5,2018.0,Mid
Verdeo Verdejo 2019,Spain,Rueda,Torres,3.5,7.63,2019.0,Budget
Pinot Grigio 2019,Italy,delle Venezie,Casa Lunardi,3.7,5.45,2019.0,Budget
Riesling 2016,Germany,Johannisberg,Prinz von Hessen,4.0,27.5,2016.0,Mid
Nierstein Riesling 2018,Germany,Rheinhessen,Kühling-Gillot,4.1,27.26,2018.0,Mid
Domaine San de Guilhem Colombard - Sauvignon Blanc Gascogne Blanc Sec 2016,France,Gascogne,Lionel Osmin & Cie,3.5,5.31,2016.0,Budget
Memòries de Biniagual Blanc 2018,Spain,Binissalem-Mallorca,Biniagual,3.5,14.13,2018.0,Economy
Diel de Diel Weisses Cuvée Trocken 2018,Germany,Nahe,Diel,4.0,10.63,2018.0,Economy
Essence du Cap Sauvignon Blanc 2017,South Africa,Western Cape,Fleur du Cap,3.3,8.75,2017.0,Budget
Dorna Velha Branco 2017,Portugal,Douro,Quinta do Silval,3.8,8.77,2017.0,Budget
SL Riesling Kabinett 2017,Germany,Mosel,Schloss Lieser,3.8,11.5,2017.0,Economy
Fendant 2016,Switzerland,Valais,Délival,3.5,17.59,2016.0,Economy
Rausch GG 2018,Germany,Mosel,Forstmeister Geltz-Zilliken,4.0,41.1,2018.0,Mid
Wechselspiel 2018,Germany,Pfalz,Weingut Metzger,3.8,6.77,2018.0,Budget
Cirò Bianco 2019,Italy,Cirò,Tenuta Iuzzolini,3.8,6.7,2019.0,Budget
Viognier Principauté d'Orange 2019,France,Vin de Pays,Domaine de la Janasse,4.0,14.9,2019.0,Economy
Martin Nittnaus Elektra 2018,Austria,Burgenland,Anita Nittnaus Hans,3.7,18.06,2018.0,Economy
Karneid Kerner 2017,Italy,Südtirol - Alto Adige,Franz Gojer,3.8,13.9,2017.0,Economy
Lagar de Darei Private Selection Branco 2015,Portugal,Dão,Darei,3.9,11.7,2015.0,Economy
Ried Schütt Dürnsteiner Riesling Smaragd 2018,Austria,Wachau,Weingut Knoll,4.1,42.0,2018.0,Mid
Qvinterra Scheurebe Trocken 2018,Germany,Rheinhessen,Kühling-Gillot,3.9,10.7,2018.0,Economy
Himmelspfad Silvaner GG Retzstadter Langenberg 2015,Germany,Franken,Rudolf May,4.2,35.0,2015.0,Mid
Moscato 2019,United States,California,Gallo Family Vineyards,3.6,6.05,2019.0,Budget
Reserve Chardonnay 2015,United States,Los Carneros,Robert Mondavi,4.2,61.0,2015.0,Premium
Molino delle Balze Chardonnay 2018,Italy,Toscana,Rocca di Castagnoli,3.9,15.5,2018.0,Economy
Riesling Alsace Grand Cru 'Geisberg' 2013,France,Alsace Grand Cru 'Geisberg',Trimbach,4.3,71.39,2013.0,Premium
Verdejo Fermentado en Barrica 2018,Spain,Rueda,José Pariente,3.9,19.65,2018.0,Economy
Zeltinger Sonnenuhr Riesling Auslese*** 2018,Germany,Mosel,Markus Molitor,4.4,82.86,2018.0,Premium
Villa Mura Chardonnay 2018,Italy,Veneto,Sartori,3.3,4.57,2018.0,Budget
Riesling Trocken 2015,Germany,Pfalz,Schwedhelm Zellertal,3.7,9.37,2015.0,Budget
Chardonnay Réserve 2017,Germany,Rheinhessen,Knewitz,4.0,29.41,2017.0,Mid
Bâtard-Montrachet Grand Cru 2015,France,Bâtard-Montrachet Grand Cru,Domaine Henri Boillot,4.6,520.0,2015.0,
Estate Gewürztraminer 2012,France,Alsace Grand Cru,Hugel,3.9,16.95,2012.0,Economy
1000-Eimerberg Smaragd Riesling 2018,Austria,Wachau,Gritsch Mauritiushof,4.3,28.24,2018.0,Mid
Pouilly-Fumé 2018,France,Pouilly-Fumé,Langlois-Chateau,3.8,19.9,2018.0,Economy
Sauvignon Blanc 2017,South Africa,Stellenbosch,Drostdy-Hof,3.4,6.4,2017.0,Budget
Splattered Toad Sauvignon Blanc 2019,South Africa,Coastal Region,Cape Point Vineyards,3.5,9.5,2019.0,Budget
Chardonnay Unwooded 2019,South Africa,Paarl,Glen Carlou,3.4,10.5,2019.0,Economy
Fiano Salento Acante 2019,Italy,Salento,Castello Monaci,3.8,8.89,2019.0,Budget
RS Weissburgunder 2017,Germany,Baden,Salwey,3.7,16.3,2017.0,Economy
"Weissburgunder Trocken ""Vom Kalk"" 2018",Germany,Rheinhessen,Weingut Gunderloch,3.8,9.7,2018.0,Budget
Grünschiefer Riesling 2018,Germany,Nahe,Prinz Salm,3.6,12.57,2018.0,Economy
Terroir Selection Chenin Blanc 2017,South Africa,Walker Bay,Springfontein,3.9,17.9,2017.0,Economy
Blanco Sensación 2018,Spain,Abona,Flor de Chasna,3.9,11.99,2018.0,Economy
Saleit Chardonnay 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.5,11.6,2018.0,Economy
Crocodile's Lair Kaaimansgat Chardonnay 2018,South Africa,Overberg,Bouchard Finlayson,4.0,17.5,2018.0,Economy
Steinbuckel Riesling GG 2016,Germany,Pfalz,Knipser,4.0,27.0,2016.0,Mid
Picpoul de Pinet 2019,France,Picpoul de Pinet,Gérard Bertrand,3.9,10.42,2019.0,Economy
Chardonnay 2017,South Africa,Stellenbosch,Drostdy-Hof,3.5,6.14,2017.0,Budget
Grüner Veltliner 2016,Austria,Wien,Hajszan Neumann,3.5,26.7,2016.0,Mid
Calaventana Alcamo 2017,Italy,Alcamo,Firriato,3.4,7.99,2017.0,Budget
Talò Verdeca 2019,Italy,Puglia,San Marzano,3.6,8.9,2019.0,Budget
Verdejo 2019,Spain,Rueda,Nava Real,3.4,7.95,2019.0,Budget
Himmelspfad Silvaner GG Retzstadter Langenberg 2017,Germany,Franken,Rudolf May,4.1,42.89,2017.0,Mid
Trebbiano d'Abruzzo 2017,Italy,Trebbiano d'Abruzzo,Villamedoro,3.3,7.3,2017.0,Budget
Nierstein Riesling Trocken 2016,Germany,Rheinhessen,Weingut Gunderloch,3.7,11.69,2016.0,Economy
Vitus Grauburgunder 2017,Germany,Baden,Heger,3.8,12.9,2017.0,Economy
Dalila Riserva 2018,Italy,Sicilia,Feudo Arancio,3.8,8.5,2018.0,Budget
Grüner Veltliner L & T (Leicht und Trocken) 2015,Austria,Niederösterreich,Weingut Bründlmayer,3.5,10.9,2015.0,Economy
Erdeluftgrasundreben WB 2017,Austria,Burgenland,Claus Preisinger,4.0,30.71,2017.0,Mid
Scharzhofberger P Riesling 2018,Germany,Wiltingen,Van Volxem,4.1,37.83,2018.0,Mid
Avesso 2017,Portugal,Vinho Verde,AB Valley,3.8,8.68,2017.0,Budget
Doss Chardonnay 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.6,10.86,2018.0,Economy
Weisser Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.6,11.0,2018.0,Economy
Pouilly-Fuissé Pentacrine 2015,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,23.49,2015.0,Mid
Roero Pradalupo Arneis 2019,Italy,Roero,Fontanafredda,4.1,11.07,2019.0,Economy
Pouilly-Fuissé 'Les Chailloux' 2017,France,Pouilly-Fuissé,Auvigue,3.9,25.9,2017.0,Mid
